,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,artist,song_title,target,Unnamed: 0
67,0.806,https://api.spotify.com/v1/audio-analysis/3a8a3E5Xc66d7TjyKIs5iZ,0.536,188573,0.936,3a8a3E5Xc66d7TjyKIs5iZ,0.123,2,0.103,-4.667,1,0.115,132.189,4,https://api.spotify.com/v1/tracks/3a8a3E5Xc66d7TjyKIs5iZ,audio_features,spotify:track:3a8a3E5Xc66d7TjyKIs5iZ,0.513,Sonny & The Sunsets,palmreader,1,
68,0.125,https://api.spotify.com/v1/audio-analysis/3AdpxWfShcDt3URSSVD9JG,0.36,199592,0.42,3AdpxWfShcDt3URSSVD9JG,0.039,0,0.16,-7.875,1,0.0272,75.322,3,https://api.spotify.com/v1/tracks/3AdpxWfShcDt3URSSVD9JG,audio_features,spotify:track:3AdpxWfShcDt3URSSVD9JG,0.656,Sonny & The Sunsets,Talent Night at the Ashram,1,
69,0.809,https://api.spotify.com/v1/audio-analysis/08NDTFogP7s853nYvt7UMF,0.647,268053,0.61,08NDTFogP7s853nYvt7UMF,0.844,5,0.154,-6.323,0,0.036,107.166,5,https://api.spotify.com/v1/tracks/08NDTFogP7s853nYvt7UMF,audio_features,spotify:track:08NDTFogP7s853nYvt7UMF,0.0395,Chad VanGaalen,Peace on the Rise,1,
70,0.22,https://api.spotify.com/v1/audio-analysis/1GpSmqGJjWqbvdFvDwcnHp,0.471,164640,0.575,1GpSmqGJjWqbvdFvDwcnHp,0.699,5,0.106,-8.907,1,0.0295,82.026,4,https://api.spotify.com/v1/tracks/1GpSmqGJjWqbvdFvDwcnHp,audio_features,spotify:track:1GpSmqGJjWqbvdFvDwcnHp,0.163,Helvetia,RyBro,1,
71,0.000926,https://api.spotify.com/v1/audio-analysis/5DhewUsp4RKM0mijCb5VYg,0.201,203933,0.647,5DhewUsp4RKM0mijCb5VYg,7.9e-05,10,0.176,-6.842,1,0.0363,115.609,4,https://api.spotify.com/v1/tracks/5DhewUsp4RKM0mijCb5VYg,audio_features,spotify:track:5DhewUsp4RKM0mijCb5VYg,0.32,The Brian Jonestown Massacre,(David Bowie I Love You) Since I Was Six,1,
72,0.89,https://api.spotify.com/v1/audio-analysis/5IafdoRLyaGPeeA6f8ysIe,0.303,118933,0.129,5IafdoRLyaGPeeA6f8ysIe,0.00776,6,0.123,-15.069,1,0.0301,84.167,4,https://api.spotify.com/v1/tracks/5IafdoRLyaGPeeA6f8ysIe,audio_features,spotify:track:5IafdoRLyaGPeeA6f8ysIe,0.155,Fugazi,I'm So Tired,1,
73,0.0346,https://api.spotify.com/v1/audio-analysis/14TC9zbh5C4K6ey8J2ZCdS,0.0,246987,0.858,14TC9zbh5C4K6ey8J2ZCdS,0.000534,3,0.232,-5.892,1,0.0,0.0,0,https://api.spotify.com/v1/tracks/14TC9zbh5C4K6ey8J2ZCdS,audio_features,spotify:track:14TC9zbh5C4K6ey8J2ZCdS,0.0,Balkans,Flowers Everywhere,1,
74,0.0536,https://api.spotify.com/v1/audio-analysis/29ASvTDYy1PtnoGyHvijFK,0.61,265239,0.7,29ASvTDYy1PtnoGyHvijFK,0.00243,5,0.14,-7.988,1,0.0286,135.021,4,https://api.spotify.com/v1/tracks/29ASvTDYy1PtnoGyHvijFK,audio_features,spotify:track:29ASvTDYy1PtnoGyHvijFK,0.643,Tigers Jaw,Gypsy,1,
75,0.0749,https://api.spotify.com/v1/audio-analysis/3OHdhLUobIIKskQHLJAaqe,0.527,276520,0.505,3OHdhLUobIIKskQHLJAaqe,4.25e-06,2,0.283,-9.3,1,0.0256,133.566,4,https://api.spotify.com/v1/tracks/3OHdhLUobIIKskQHLJAaqe,audio_features,spotify:track:3OHdhLUobIIKskQHLJAaqe,0.443,Chastity Belt,Seattle Party,1,
76,0.175,https://api.spotify.com/v1/audio-analysis/5MHIEn1L5RlorcpyUtMTpV,0.475,244000,0.702,5MHIEn1L5RlorcpyUtMTpV,0.315,4,0.127,-9.285,1,0.0271,111.855,4,https://api.spotify.com/v1/tracks/5MHIEn1L5RlorcpyUtMTpV,audio_features,spotify:track:5MHIEn1L5RlorcpyUtMTpV,0.77,Meat Puppets,Up On The Sun,1,
77,0.00665,https://api.spotify.com/v1/audio-analysis/6RzC2bC5EdPnBJAERelmnx,0.667,152293,0.686,6RzC2bC5EdPnBJAERelmnx,0.301,4,0.0763,-6.659,0,0.0316,124.234,4,https://api.spotify.com/v1/tracks/6RzC2bC5EdPnBJAERelmnx,audio_features,spotify:track:6RzC2bC5EdPnBJAERelmnx,0.663,The Modern Lovers,I Wanna Sleep In Your Arms,1,
78,0.0224,https://api.spotify.com/v1/audio-analysis/14g6foD6sxO1qgkDKuPgWv,0.647,233573,0.69,14g6foD6sxO1qgkDKuPgWv,0.0,6,0.147,-8.657,0,0.0454,117.514,4,https://api.spotify.com/v1/tracks/14g6foD6sxO1qgkDKuPgWv,audio_features,spotify:track:14g6foD6sxO1qgkDKuPgWv,0.682,The Replacements,Swingin Party - 2008 Remastered Version,1,
79,0.0619,https://api.spotify.com/v1/audio-analysis/63OJHHu2ambZAvdrvhdT2b,0.424,255680,0.289,63OJHHu2ambZAvdrvhdT2b,0.000444,5,0.104,-12.063,1,0.0271,77.941,3,https://api.spotify.com/v1/tracks/63OJHHu2ambZAvdrvhdT2b,audio_features,spotify:track:63OJHHu2ambZAvdrvhdT2b,0.335,The Velvet Underground,I Found A Reason - 2015 Remastered,1,
80,0.013,https://api.spotify.com/v1/audio-analysis/4c3IKaoUrfP1YeUgojKJsm,0.34,274645,0.551,4c3IKaoUrfP1YeUgojKJsm,0.0136,0,0.228,-6.785,1,0.0274,109.865,4,https://api.spotify.com/v1/tracks/4c3IKaoUrfP1YeUgojKJsm,audio_features,spotify:track:4c3IKaoUrfP1YeUgojKJsm,0.28,Built To Spill,The Weather,1,
81,0.00292,https://api.spotify.com/v1/audio-analysis/7ICYd8ZFj0DnUOZS1aXCyR,0.504,130067,0.702,7ICYd8ZFj0DnUOZS1aXCyR,0.646,5,0.2,-8.798,1,0.0273,105.976,4,https://api.spotify.com/v1/tracks/7ICYd8ZFj0DnUOZS1aXCyR,audio_features,spotify:track:7ICYd8ZFj0DnUOZS1aXCyR,0.33,Pavement,Black Out,1,
82,0.004,https://api.spotify.com/v1/audio-analysis/3P54LHhrEMsinI1ikfpC6y,0.362,247187,0.411,3P54LHhrEMsinI1ikfpC6y,0.000287,10,0.0713,-8.463,0,0.0287,129.296,3,https://api.spotify.com/v1/tracks/3P54LHhrEMsinI1ikfpC6y,audio_features,spotify:track:3P54LHhrEMsinI1ikfpC6y,0.182,Ty Segall,Black Magick,1,
83,0.0467,https://api.spotify.com/v1/audio-analysis/1GQiiDMyoaNuPvEIVzMyBK,0.448,275467,0.381,1GQiiDMyoaNuPvEIVzMyBK,0.00139,11,0.0528,-11.681,0,0.0338,106.162,4,https://api.spotify.com/v1/tracks/1GQiiDMyoaNuPvEIVzMyBK,audio_features,spotify:track:1GQiiDMyoaNuPvEIVzMyBK,0.347,Built To Spill,Cleo,1,
84,0.145,https://api.spotify.com/v1/audio-analysis/12kGzGNecTzITMW0xerWbJ,0.445,236520,0.462,12kGzGNecTzITMW0xerWbJ,0.0,5,0.36,-12.683,1,0.0442,130.019,4,https://api.spotify.com/v1/tracks/12kGzGNecTzITMW0xerWbJ,audio_features,spotify:track:12kGzGNecTzITMW0xerWbJ,0.417,Ty Segall,My Friend,1,
85,0.00115,https://api.spotify.com/v1/audio-analysis/6AZYuR13fmVsVZmaqqzmfk,0.558,194987,0.729,6AZYuR13fmVsVZmaqqzmfk,0.8,7,0.235,-7.076,1,0.026,132.141,4,https://api.spotify.com/v1/tracks/6AZYuR13fmVsVZmaqqzmfk,audio_features,spotify:track:6AZYuR13fmVsVZmaqqzmfk,0.296,Pavement,Shoot The Singer (1 Sick Verse) [Remastered],1,
86,0.854,https://api.spotify.com/v1/audio-analysis/5EyR6C5JvXzPlOMzU9A2GS,0.369,172989,0.303,5EyR6C5JvXzPlOMzU9A2GS,0.0,2,0.109,-7.151,1,0.0314,178.03,4,https://api.spotify.com/v1/tracks/5EyR6C5JvXzPlOMzU9A2GS,audio_features,spotify:track:5EyR6C5JvXzPlOMzU9A2GS,0.111,Girlpool,Cut Your Bangs,1,
87,0.0167,https://api.spotify.com/v1/audio-analysis/2QrMuaZUACwUpmIzmqRE9l,0.457,170168,0.577,2QrMuaZUACwUpmIzmqRE9l,3.66e-05,2,0.128,-5.625,1,0.0275,135.889,4,https://api.spotify.com/v1/tracks/2QrMuaZUACwUpmIzmqRE9l,audio_features,spotify:track:2QrMuaZUACwUpmIzmqRE9l,0.202,Girlpool,123,1,
88,0.365,https://api.spotify.com/v1/audio-analysis/7zAdmuSM43emjVSmwdBhSc,0.623,206406,0.471,7zAdmuSM43emjVSmwdBhSc,0.00343,7,0.117,-6.245,1,0.0315,110.027,4,https://api.spotify.com/v1/tracks/7zAdmuSM43emjVSmwdBhSc,audio_features,spotify:track:7zAdmuSM43emjVSmwdBhSc,0.393,Girlpool,It Gets More Blue,1,
89,0.805,https://api.spotify.com/v1/audio-analysis/7DknxQ1i4BakSlfoyz8F0L,0.435,281818,0.394,7DknxQ1i4BakSlfoyz8F0L,0.00858,4,0.108,-6.87,1,0.0272,78.308,4,https://api.spotify.com/v1/tracks/7DknxQ1i4BakSlfoyz8F0L,audio_features,spotify:track:7DknxQ1i4BakSlfoyz8F0L,0.261,Cut Worms,Like Going Down Sideways,1,
90,0.34,https://api.spotify.com/v1/audio-analysis/6HRuoT81bYcthFkgiZ461F,0.468,386760,0.58,6HRuoT81bYcthFkgiZ461F,0.821,7,0.0737,-8.131,1,0.0278,76.27,4,https://api.spotify.com/v1/tracks/6HRuoT81bYcthFkgiZ461F,audio_features,spotify:track:6HRuoT81bYcthFkgiZ461F,0.325,Parquet Courts,Uncast Shadow Of A Southern Myth,1,
91,0.261,https://api.spotify.com/v1/audio-analysis/6EDmJtbpQjSEJ3F2hpAkGI,0.331,235560,0.501,6EDmJtbpQjSEJ3F2hpAkGI,0.693,2,0.275,-9.492,1,0.03,81.433,4,https://api.spotify.com/v1/tracks/6EDmJtbpQjSEJ3F2hpAkGI,audio_features,spotify:track:6EDmJtbpQjSEJ3F2hpAkGI,0.291,White Fence,I'll Follow You,1,
92,0.24,https://api.spotify.com/v1/audio-analysis/6mBfiNcw9LES1qAaq2HFlS,0.509,216801,0.55,6mBfiNcw9LES1qAaq2HFlS,0.0339,8,0.0811,-6.498,1,0.0278,136.219,4,https://api.spotify.com/v1/tracks/6mBfiNcw9LES1qAaq2HFlS,audio_features,spotify:track:6mBfiNcw9LES1qAaq2HFlS,0.532,Sugar Candy Mountain,Summer of Our Discontent,1,
93,0.451,https://api.spotify.com/v1/audio-analysis/29YhN4zbeIA8bro9E3KJLp,0.431,291547,0.711,29YhN4zbeIA8bro9E3KJLp,0.516,2,0.0844,-5.929,1,0.0319,136.771,4,https://api.spotify.com/v1/tracks/29YhN4zbeIA8bro9E3KJLp,audio_features,spotify:track:29YhN4zbeIA8bro9E3KJLp,0.509,Sic Alps,"Everywhere, There",1,
94,0.0122,https://api.spotify.com/v1/audio-analysis/6Cz3qWlKTIIFfjbBXc6uzP,0.404,64000,0.34,6Cz3qWlKTIIFfjbBXc6uzP,0.00225,2,0.501,-12.86,1,0.0263,69.429,4,https://api.spotify.com/v1/tracks/6Cz3qWlKTIIFfjbBXc6uzP,audio_features,spotify:track:6Cz3qWlKTIIFfjbBXc6uzP,0.361,White Fence,The Recently Found,1,
95,0.000234,https://api.spotify.com/v1/audio-analysis/78UlSQu9iRXInPuwb0NHn5,0.342,364840,0.564,78UlSQu9iRXInPuwb0NHn5,0.907,10,0.491,-10.065,1,0.0258,95.071,4,https://api.spotify.com/v1/tracks/78UlSQu9iRXInPuwb0NHn5,audio_features,spotify:track:78UlSQu9iRXInPuwb0NHn5,0.424,Built To Spill,Randy Described Eternity,1,
96,0.308,https://api.spotify.com/v1/audio-analysis/3cJjLnN35PfsCBaz2vwc0u,0.556,266192,0.526,3cJjLnN35PfsCBaz2vwc0u,0.808,0,0.146,-6.762,1,0.0377,94.171,4,https://api.spotify.com/v1/tracks/3cJjLnN35PfsCBaz2vwc0u,audio_features,spotify:track:3cJjLnN35PfsCBaz2vwc0u,0.567,White Fence,Balance yr heart,1,
97,0.000192,https://api.spotify.com/v1/audio-analysis/7a2JV1weL1wTcmNXgH5jVX,0.305,309500,0.551,7a2JV1weL1wTcmNXgH5jVX,0.0114,5,0.128,-8.84,1,0.0342,138.663,4,https://api.spotify.com/v1/tracks/7a2JV1weL1wTcmNXgH5jVX,audio_features,spotify:track:7a2JV1weL1wTcmNXgH5jVX,0.258,Great Grandpa,Let It Get Bad,1,
98,0.0718,https://api.spotify.com/v1/audio-analysis/7oOJrgtT0hRA6orS4Z6Lii,0.347,240107,0.402,7oOJrgtT0hRA6orS4Z6Lii,0.167,2,0.134,-6.313,1,0.0302,145.801,4,https://api.spotify.com/v1/tracks/7oOJrgtT0hRA6orS4Z6Lii,audio_features,spotify:track:7oOJrgtT0hRA6orS4Z6Lii,0.198,Vundabar,Diver,1,
99,0.000578,https://api.spotify.com/v1/audio-analysis/44LEFZgUTz9LQYXlwnSvFM,0.286,136133,0.827,44LEFZgUTz9LQYXlwnSvFM,0.000154,5,0.0577,-7.612,1,0.0498,158.69,4,https://api.spotify.com/v1/tracks/44LEFZgUTz9LQYXlwnSvFM,audio_features,spotify:track:44LEFZgUTz9LQYXlwnSvFM,0.721,Ty Segall,Body Behavior,1,
100,0.00801,https://api.spotify.com/v1/audio-analysis/6bqwD90uBHr1g4fhKxnZQ7,0.513,121880,0.447,6bqwD90uBHr1g4fhKxnZQ7,0.00813,2,0.186,-9.566,1,0.0316,88.466,4,https://api.spotify.com/v1/tracks/6bqwD90uBHr1g4fhKxnZQ7,audio_features,spotify:track:6bqwD90uBHr1g4fhKxnZQ7,0.579,Ty Segall,Good Boy,1,
101,0.000246,https://api.spotify.com/v1/audio-analysis/4vKEIJuPK2sU2RKypwjOcn,0.41,162120,0.792,4vKEIJuPK2sU2RKypwjOcn,0.00497,9,0.113,-6.511,1,0.0566,152.543,4,https://api.spotify.com/v1/tracks/4vKEIJuPK2sU2RKypwjOcn,audio_features,spotify:track:4vKEIJuPK2sU2RKypwjOcn,0.656,White Fence,Like That,1,
102,2e-05,https://api.spotify.com/v1/audio-analysis/6lzsRGdhaqTlSpKJAJK3nE,0.19,154320,0.824,6lzsRGdhaqTlSpKJAJK3nE,0.0157,8,0.0883,-6.908,1,0.0385,163.098,4,https://api.spotify.com/v1/tracks/6lzsRGdhaqTlSpKJAJK3nE,audio_features,spotify:track:6lzsRGdhaqTlSpKJAJK3nE,0.811,White Fence,Arrow Man,1,
103,0.469,https://api.spotify.com/v1/audio-analysis/17aHJSWQDLsybAV6TlB9Sf,0.62,281333,0.849,17aHJSWQDLsybAV6TlB9Sf,0.819,8,0.172,-6.246,1,0.031,124.474,4,https://api.spotify.com/v1/tracks/17aHJSWQDLsybAV6TlB9Sf,audio_features,spotify:track:17aHJSWQDLsybAV6TlB9Sf,0.961,Parquet Courts,Pretty Machines,1,
104,0.621,https://api.spotify.com/v1/audio-analysis/4StWisNTqDwLHpbCMtDARa,0.575,268360,0.602,4StWisNTqDwLHpbCMtDARa,0.00289,4,0.733,-5.731,1,0.0286,131.304,4,https://api.spotify.com/v1/tracks/4StWisNTqDwLHpbCMtDARa,audio_features,spotify:track:4StWisNTqDwLHpbCMtDARa,0.531,Dr. Dog,Ain't It Strange,1,
105,0.00928,https://api.spotify.com/v1/audio-analysis/3JzzyfG0z8rjXqHL6XXLwt,0.419,168493,0.856,3JzzyfG0z8rjXqHL6XXLwt,0.0964,2,0.124,-5.443,1,0.0298,152.009,4,https://api.spotify.com/v1/tracks/3JzzyfG0z8rjXqHL6XXLwt,audio_features,spotify:track:3JzzyfG0z8rjXqHL6XXLwt,0.721,Real Estate,It's Real,1,
106,0.535,https://api.spotify.com/v1/audio-analysis/2mp4L0XjHDtJOl6cUFrvIu,0.31,264787,0.573,2mp4L0XjHDtJOl6cUFrvIu,0.453,9,0.102,-7.53,1,0.0308,188.074,4,https://api.spotify.com/v1/tracks/2mp4L0XjHDtJOl6cUFrvIu,audio_features,spotify:track:2mp4L0XjHDtJOl6cUFrvIu,0.44,Tomorrows Tulips,Flowers On The Wall,1,
107,0.494,https://api.spotify.com/v1/audio-analysis/0BfcfdZd85CmmkE5pdbUdE,0.669,313067,0.647,0BfcfdZd85CmmkE5pdbUdE,0.0176,5,0.156,-6.401,1,0.0345,81.018,4,https://api.spotify.com/v1/tracks/0BfcfdZd85CmmkE5pdbUdE,audio_features,spotify:track:0BfcfdZd85CmmkE5pdbUdE,0.211,Drugdealer,Sea of Nothing,1,
108,0.00565,https://api.spotify.com/v1/audio-analysis/5foiGJwoJvnMlII0aYApV3,0.299,292267,0.615,5foiGJwoJvnMlII0aYApV3,0.244,5,0.13,-8.001,1,0.0294,146.332,4,https://api.spotify.com/v1/tracks/5foiGJwoJvnMlII0aYApV3,audio_features,spotify:track:5foiGJwoJvnMlII0aYApV3,0.254,Built To Spill,Made-Up Dreams,1,
109,0.238,https://api.spotify.com/v1/audio-analysis/31V0HgWt4BPVo1UB2Qqlm1,0.459,293720,0.418,31V0HgWt4BPVo1UB2Qqlm1,0.0757,5,0.188,-8.489,1,0.024,77.772,4,https://api.spotify.com/v1/tracks/31V0HgWt4BPVo1UB2Qqlm1,audio_features,spotify:track:31V0HgWt4BPVo1UB2Qqlm1,0.452,Built To Spill,Life's A Dream,1,
110,0.00331,https://api.spotify.com/v1/audio-analysis/28c4nfBHdb3xviamRCEsIe,0.34,259600,0.804,28c4nfBHdb3xviamRCEsIe,0.0191,0,0.0727,-8.355,1,0.0516,131.5,4,https://api.spotify.com/v1/tracks/28c4nfBHdb3xviamRCEsIe,audio_features,spotify:track:28c4nfBHdb3xviamRCEsIe,0.854,Dinosaur Jr.,Feel the Pain,1,
111,0.229,https://api.spotify.com/v1/audio-analysis/0VZYcehD0ko39PzrDGQAV9,0.17,461840,0.803,0VZYcehD0ko39PzrDGQAV9,0.293,7,0.114,-4.596,1,0.0519,153.869,3,https://api.spotify.com/v1/tracks/0VZYcehD0ko39PzrDGQAV9,audio_features,spotify:track:0VZYcehD0ko39PzrDGQAV9,0.322,Dinosaur Jr.,Said The People,1,
112,0.00571,https://api.spotify.com/v1/audio-analysis/6t1iSwOUQblqAqm2q439r2,0.108,256293,0.947,6t1iSwOUQblqAqm2q439r2,0.845,2,0.158,-4.735,1,0.221,78.778,3,https://api.spotify.com/v1/tracks/6t1iSwOUQblqAqm2q439r2,audio_features,spotify:track:6t1iSwOUQblqAqm2q439r2,0.282,Dinosaur Jr.,Bulbs of Passion,1,
113,0.0488,https://api.spotify.com/v1/audio-analysis/0c1fntFOKKm8EpLBh4PxFV,0.447,305803,0.505,0c1fntFOKKm8EpLBh4PxFV,0.211,1,0.0973,-9.662,0,0.0325,124.174,3,https://api.spotify.com/v1/tracks/0c1fntFOKKm8EpLBh4PxFV,audio_features,spotify:track:0c1fntFOKKm8EpLBh4PxFV,0.69,A. Savage,Thawing Dawn,1,
114,0.123,https://api.spotify.com/v1/audio-analysis/6wvmWfIbo1vd8x4Wy3xDVD,0.441,515107,0.903,6wvmWfIbo1vd8x4Wy3xDVD,0.289,8,0.38,-5.18,1,0.035,94.876,4,https://api.spotify.com/v1/tracks/6wvmWfIbo1vd8x4Wy3xDVD,audio_features,spotify:track:6wvmWfIbo1vd8x4Wy3xDVD,0.689,Red House Painters,Between Days,1,
115,0.0512,https://api.spotify.com/v1/audio-analysis/7ywFYGPvsy0dMIfhYeOBu1,0.573,211715,0.665,7ywFYGPvsy0dMIfhYeOBu1,0.0,5,0.157,-6.167,1,0.087,135.563,4,https://api.spotify.com/v1/tracks/7ywFYGPvsy0dMIfhYeOBu1,audio_features,spotify:track:7ywFYGPvsy0dMIfhYeOBu1,0.293,The Cleaners From Venus,Only a Shadow,1,
116,7.88e-05,https://api.spotify.com/v1/audio-analysis/2ewTfgrsL9ZipvWHje6UYX,0.407,378400,0.882,2ewTfgrsL9ZipvWHje6UYX,0.236,4,0.17,-5.61,1,0.0401,84.603,4,https://api.spotify.com/v1/tracks/2ewTfgrsL9ZipvWHje6UYX,audio_features,spotify:track:2ewTfgrsL9ZipvWHje6UYX,0.61,The Halo Benders,Virginia Reel Around The Fountain,1,
117,0.399,https://api.spotify.com/v1/audio-analysis/0qAd2lsI3Wb5sSaOhcsoJV,0.38,255320,0.824,0qAd2lsI3Wb5sSaOhcsoJV,0.0254,6,0.107,-7.783,1,0.0603,105.776,4,https://api.spotify.com/v1/tracks/0qAd2lsI3Wb5sSaOhcsoJV,audio_features,spotify:track:0qAd2lsI3Wb5sSaOhcsoJV,0.444,Sebadoh,Not Too Amused - Remastered,1,
118,0.303,https://api.spotify.com/v1/audio-analysis/0i19MAZbyn8uTir7FprXId,0.399,445187,0.467,0i19MAZbyn8uTir7FprXId,0.0186,5,0.124,-11.763,1,0.0284,75.601,4,https://api.spotify.com/v1/tracks/0i19MAZbyn8uTir7FprXId,audio_features,spotify:track:0i19MAZbyn8uTir7FprXId,0.525,The Velvet Underground,Oh! Sweet Nuthin' - 2015 Remastered,1,
119,0.913,https://api.spotify.com/v1/audio-analysis/7urDSX97YCwDNjzgrHHAnD,0.636,339533,0.107,7urDSX97YCwDNjzgrHHAnD,0.00123,5,0.103,-18.738,1,0.037,82.641,4,https://api.spotify.com/v1/tracks/7urDSX97YCwDNjzgrHHAnD,audio_features,spotify:track:7urDSX97YCwDNjzgrHHAnD,0.31,The Velvet Underground,Pale Blue Eyes,1,
120,0.0599,https://api.spotify.com/v1/audio-analysis/5KaCn0CGbo2Mynq5VSgSya,0.527,334467,0.636,5KaCn0CGbo2Mynq5VSgSya,0.843,5,0.204,-12.888,0,0.0347,83.101,4,https://api.spotify.com/v1/tracks/5KaCn0CGbo2Mynq5VSgSya,audio_features,spotify:track:5KaCn0CGbo2Mynq5VSgSya,0.607,The Brian Jonestown Massacre,Anemone,1,
121,0.0258,https://api.spotify.com/v1/audio-analysis/1WbLKgeGt4Ilo74WTByV6r,0.53,358240,0.362,1WbLKgeGt4Ilo74WTByV6r,0.000601,5,0.101,-7.078,1,0.0272,105.003,4,https://api.spotify.com/v1/tracks/1WbLKgeGt4Ilo74WTByV6r,audio_features,spotify:track:1WbLKgeGt4Ilo74WTByV6r,0.21,Car Seat Headrest,Maud Gone,1,
122,0.897,https://api.spotify.com/v1/audio-analysis/3Kj2EWpIBnvETsYq4cq0IH,0.572,217467,0.183,3Kj2EWpIBnvETsYq4cq0IH,0.00275,3,0.103,-16.069,1,0.0323,110.029,4,https://api.spotify.com/v1/tracks/3Kj2EWpIBnvETsYq4cq0IH,audio_features,spotify:track:3Kj2EWpIBnvETsYq4cq0IH,0.404,Gregory Alan Isakov,Big Black Car,1,
123,0.935,https://api.spotify.com/v1/audio-analysis/6qfg00bGlM1dQJwq08lZGi,0.506,236653,0.441,6qfg00bGlM1dQJwq08lZGi,0.00304,0,0.127,-10.336,1,0.0306,93.461,4,https://api.spotify.com/v1/tracks/6qfg00bGlM1dQJwq08lZGi,audio_features,spotify:track:6qfg00bGlM1dQJwq08lZGi,0.489,Gregory Alan Isakov,Suitcase Full of Sparks,1,
124,0.246,https://api.spotify.com/v1/audio-analysis/6DzrElyy0I3nqqInJRPXfz,0.643,285960,0.525,6DzrElyy0I3nqqInJRPXfz,0.0112,9,0.098,-9.3,1,0.0305,92.738,4,https://api.spotify.com/v1/tracks/6DzrElyy0I3nqqInJRPXfz,audio_features,spotify:track:6DzrElyy0I3nqqInJRPXfz,0.692,Stephen Malkmus & The Jicks,Houston Hades,1,
125,0.585,https://api.spotify.com/v1/audio-analysis/5vUG3gxJEYvsOPx7sOVvKZ,0.522,184080,0.413,5vUG3gxJEYvsOPx7sOVvKZ,0.566,0,0.111,-8.576,1,0.0296,147.848,4,https://api.spotify.com/v1/tracks/5vUG3gxJEYvsOPx7sOVvKZ,audio_features,spotify:track:5vUG3gxJEYvsOPx7sOVvKZ,0.186,Stephen Malkmus & The Jicks,We Can’t Help You,1,
126,0.586,https://api.spotify.com/v1/audio-analysis/2uUrOGi639kxsgKDw4YmMm,0.423,244373,0.381,2uUrOGi639kxsgKDw4YmMm,0.625,4,0.0992,-12.445,0,0.0316,96.151,4,https://api.spotify.com/v1/tracks/2uUrOGi639kxsgKDw4YmMm,audio_features,spotify:track:2uUrOGi639kxsgKDw4YmMm,0.223,Silver Jews,Pet Politics,1,
127,0.364,https://api.spotify.com/v1/audio-analysis/4jLnAFWNNMJnhKp9eOOaFS,0.443,257587,0.444,4jLnAFWNNMJnhKp9eOOaFS,0.00134,9,0.22,-9.247,0,0.0341,91.46,4,https://api.spotify.com/v1/tracks/4jLnAFWNNMJnhKp9eOOaFS,audio_features,spotify:track:4jLnAFWNNMJnhKp9eOOaFS,0.301,Silver Jews,New Orleans,1,
128,0.311,https://api.spotify.com/v1/audio-analysis/5tSOTKrjZyqxYnAemkNWxE,0.468,182093,0.524,5tSOTKrjZyqxYnAemkNWxE,0.000444,0,0.115,-9.954,1,0.0304,114.959,4,https://api.spotify.com/v1/tracks/5tSOTKrjZyqxYnAemkNWxE,audio_features,spotify:track:5tSOTKrjZyqxYnAemkNWxE,0.847,Silver Jews,How to Rent a Room,1,
129,0.838,https://api.spotify.com/v1/audio-analysis/3PumZjR6kqGOZx3ZvheKkj,0.499,252133,0.372,3PumZjR6kqGOZx3ZvheKkj,0.00676,7,0.113,-10.642,1,0.0359,114.845,4,https://api.spotify.com/v1/tracks/3PumZjR6kqGOZx3ZvheKkj,audio_features,spotify:track:3PumZjR6kqGOZx3ZvheKkj,0.276,Silver Jews,Pretty Eyes,1,
130,0.43,https://api.spotify.com/v1/audio-analysis/74Rp47PEMjyDK9kUAihJIz,0.483,238867,0.535,74Rp47PEMjyDK9kUAihJIz,4.81e-06,7,0.141,-9.537,1,0.042,90.484,4,https://api.spotify.com/v1/tracks/74Rp47PEMjyDK9kUAihJIz,audio_features,spotify:track:74Rp47PEMjyDK9kUAihJIz,0.378,Silver Jews,Like like the the the Death,1,
131,0.265,https://api.spotify.com/v1/audio-analysis/2e3Hx05StqTVPGK6ePb4j8,0.468,278307,0.519,2e3Hx05StqTVPGK6ePb4j8,0.00108,4,0.111,-8.748,1,0.0341,143.549,4,https://api.spotify.com/v1/tracks/2e3Hx05StqTVPGK6ePb4j8,audio_features,spotify:track:2e3Hx05StqTVPGK6ePb4j8,0.39,Silver Jews,Blue Arrangements,1,
132,0.504,https://api.spotify.com/v1/audio-analysis/0kqXc3IlBAXLl5JRcUEQAz,0.553,200627,0.458,0kqXc3IlBAXLl5JRcUEQAz,4.43e-05,9,0.296,-11.92,0,0.0368,94.524,4,https://api.spotify.com/v1/tracks/0kqXc3IlBAXLl5JRcUEQAz,audio_features,spotify:track:0kqXc3IlBAXLl5JRcUEQAz,0.388,Silver Jews,Horseleg Swastikas,1,
133,0.0721,https://api.spotify.com/v1/audio-analysis/2JaCyH4hPvnxVlQVSo6jFg,0.468,195331,0.87,2JaCyH4hPvnxVlQVSo6jFg,9.32e-05,11,0.0888,-6.809,1,0.055,165.349,4,https://api.spotify.com/v1/tracks/2JaCyH4hPvnxVlQVSo6jFg,audio_features,spotify:track:2JaCyH4hPvnxVlQVSo6jFg,0.64,Flasher,Pressure,1,
